seed,kernel,knob,width,Keff_target,Keff_measured,Keff_rice,D_PR,kappa_S,Q,N,alpha,P,solved,epochs_to_solve,final_train_err,init_fire_rate,n_grid,dt,mean_spikes,restart_overlap,n_restarts,optimizer,lr_schedule,batch_size,_shard_status
2,gauss,11.049013821512121,11.049013821512121,32.0,32.54493639578177,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,1.8,900,1,75,0.0,0.5011110901832581,59,8.677875162768641,1.6,0.038980511203408244,5,adam,cosine,16,timed_out
2,gauss,11.049013821512121,11.049013821512121,32.0,33.18307240354219,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.0,1000,1,131,0.0,0.5009999871253967,59,8.677875162768641,1.6,0.07454377021640539,5,adam,cosine,16,timed_out
2,gauss,11.049013821512121,11.049013821512121,32.0,32.888548092268145,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.2,1100,1,162,0.0,0.5009090900421143,59,8.677875162768641,1.6,0.08679716270416975,5,adam,cosine,16,timed_out
2,gauss,11.049013821512121,11.049013821512121,32.0,31.46501392111027,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.4,1200,1,502,0.0,0.5008333325386047,59,8.677875162768641,1.6,0.08664727304130793,5,adam,cosine,16,timed_out
2,gauss,11.049013821512121,11.049013821512121,32.0,32.643111166206445,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.6,1300,1,476,0.0,0.5007692575454712,59,8.677875162768641,1.6,0.10849022697657347,5,adam,cosine,16,timed_out
2,gauss,11.049013821512121,11.049013821512121,32.0,32.692198551418784,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,2.8,1400,1,755,0.0,0.5007143020629883,59,8.677875162768641,1.6,0.09197525251656771,5,adam,cosine,16,timed_out
2,gauss,11.049013821512121,11.049013821512121,32.0,31.023227454199205,31.998710890509145,8.120512295402854,3.0000868114552417,nan,500,3.0,1500,1,1082,0.0,0.5006666779518127,59,8.677875162768641,1.6,0.12043872972329457,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,8.393942871310228,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,1.8,900,1,63,0.0,0.5011110901832581,15,34.71228900461826,0.4,0.1956501804292202,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,9.081166264282997,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.0,1000,1,166,0.0,0.5009999871253967,15,34.71228900461826,0.4,0.25882773399353026,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,9.228428419920018,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.2,1100,1,190,0.0,0.5009090900421143,15,34.71228900461826,0.4,0.2084151491522789,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,9.032078879070655,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.4,1200,1,600,0.0,0.5008333325386047,15,34.71228900461826,0.4,0.2660451002418995,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,8.835729338221293,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.6,1300,1,1128,0.0015384615398943424,0.5007692575454712,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
2,gauss,44.19705904895555,44.19705904895555,8.0,8.835729338221293,7.999487519616049,2.0056969593365785,3.000034270575378,nan,500,2.8,1400,0,-1,0.011428571306169033,0.5007143020629883,15,34.71228900461826,0.4,nan,5,adam,cosine,16,timed_out
